method,family,size,sample,SP,modeler,TC,column
mafft_sparsecore,PF13855.9,100000,1,64.3,76.5,0.0,0.0
mafft_sparsecore,PF13855.9,100000,2,68.6,79.1,0.0,0.0
mafft_sparsecore,PF13855.9,100000,3,49.2,64.9,0.0,0.0
mafft_sparsecore,PF13855.9,100000,4,76.7,84.8,0.0,0.0
mafft_sparsecore,PF13855.9,100000,5,64.2,76.6,0.0,0.0
mafft_sparsecore,PF13855.9,100000,6,76.0,85.6,0.0,0.0
mafft_sparsecore,PF13855.9,100000,7,76.2,84.6,0.0,0.0
mafft_sparsecore,PF13855.9,100000,8,61.9,73.3,0.0,0.0
mafft_sparsecore,PF13855.9,100000,9,69.3,79.4,0.0,0.0
mafft_sparsecore,PF13855.9,10000,0,73.1,81.7,0.0,0.0
mafft_sparsecore,PF00005.30,50000,4,68.9,76.2,17.3,28.5
mafft_sparsecore,PF13855.9,10000,1,64.3,75.0,0.0,0.0
mafft_sparsecore,PF13855.9,10000,2,46.3,61.1,0.0,0.0
mafft_sparsecore,PF13855.9,10000,3,69.1,79.4,0.0,0.0
mafft_sparsecore,PF13855.9,10000,4,77.5,84.1,0.0,0.0
mafft_sparsecore,PF13855.9,10000,5,56.6,69.8,0.0,0.0
mafft_sparsecore,PF13855.9,10000,6,50.9,64.9,0.0,0.0
mafft_sparsecore,PF13855.9,10000,7,65.1,76.4,0.0,0.0
mafft_sparsecore,PF13855.9,10000,8,74.9,83.3,0.0,0.0
mafft_sparsecore,PF13855.9,10000,9,63.6,75.7,0.0,0.0
mafft_sparsecore,PF13855.9,1500,0,88.0,91.7,0.0,0.0
mafft_sparsecore,PF00005.30,50000,5,70.3,76.6,21.8,35.8
mafft_sparsecore,PF13855.9,1500,1,86.7,90.9,1.5,0.0
mafft_sparsecore,PF13855.9,1500,2,84.6,89.5,1.5,0.0
mafft_sparsecore,PF13855.9,1500,3,85.0,89.4,1.5,0.0
mafft_sparsecore,PF13855.9,1500,4,84.0,89.0,0.0,0.0
mafft_sparsecore,PF13855.9,1500,5,85.5,90.6,0.0,0.0
mafft_sparsecore,PF13855.9,1500,6,83.0,88.5,0.0,0.0
mafft_sparsecore,PF13855.9,1500,7,89.6,93.2,0.0,0.0
mafft_sparsecore,PF13855.9,1500,8,87.0,90.3,0.0,0.0
mafft_sparsecore,PF13855.9,1500,9,83.6,88.8,0.0,0.0
mafft_sparsecore,PF13855.9,200000,0,54.8,69.1,0.0,0.0
mafft_sparsecore,PF00005.30,50000,6,66.5,74.7,21.8,35.8
mafft_sparsecore,PF13855.9,200000,1,64.4,75.8,0.0,0.0
mafft_sparsecore,PF13855.9,200000,2,47.4,62.6,0.0,0.0
mafft_sparsecore,PF13855.9,200000,3,69.3,80.9,0.0,0.0
mafft_sparsecore,PF13855.9,200000,4,54.9,68.5,0.0,0.0
mafft_sparsecore,PF13855.9,200000,5,71.6,80.9,0.0,0.0
mafft_sparsecore,PF13855.9,200000,6,69.0,81.4,0.0,0.0
mafft_sparsecore,PF13855.9,200000,7,64.3,76.8,0.0,0.0
mafft_sparsecore,PF13855.9,200000,8,61.8,75.8,0.0,0.0
mafft_sparsecore,PF13855.9,200000,9,63.3,75.6,0.0,0.0
mafft_sparsecore,PF13855.9,20000,0,71.1,80.8,0.0,0.0
mafft_sparsecore,PF00005.30,50000,7,68.2,75.4,14.7,24.1
mafft_sparsecore,PF13855.9,20000,1,56.1,69.1,0.0,0.0
mafft_sparsecore,PF13855.9,20000,2,70.0,78.6,0.0,0.0
mafft_sparsecore,PF13855.9,20000,3,72.1,81.0,0.0,0.0
mafft_sparsecore,PF13855.9,20000,4,58.3,71.4,0.0,0.0
mafft_sparsecore,PF13855.9,20000,5,69.1,79.8,0.0,0.0
mafft_sparsecore,PF13855.9,20000,6,65.2,76.1,0.0,0.0
mafft_sparsecore,PF13855.9,20000,7,64.3,76.2,0.0,0.0
mafft_sparsecore,PF13855.9,20000,8,63.3,75.0,0.0,0.0
mafft_sparsecore,PF13855.9,20000,9,76.7,85.1,0.0,0.0
mafft_sparsecore,PF00005.30,50000,8,69.7,76.4,16.4,27.0
mafft_sparsecore,PF00005.30,50000,9,69.8,75.9,16.4,27.0
mafft_sparsecore,PF13855.9,50000,0,57.8,70.9,0.0,0.0
mafft_sparsecore,PF00005.30,100000,8,71.4,77.4,21.8,35.8
mafft_sparsecore,PF00005.30,55,0,77.6,78.8,26.7,43.9
mafft_sparsecore,PF13855.9,50000,1,74.9,82.6,0.0,0.0
mafft_sparsecore,PF13855.9,50000,2,66.0,78.5,0.0,0.0
mafft_sparsecore,PF13855.9,50000,3,67.2,78.8,0.0,0.0
mafft_sparsecore,PF13855.9,50000,4,72.5,81.6,0.0,0.0
mafft_sparsecore,PF13855.9,50000,5,66.8,77.8,0.0,0.0
mafft_sparsecore,PF13855.9,50000,6,64.7,76.0,0.0,0.0
mafft_sparsecore,PF13855.9,50000,7,71.5,81.9,0.0,0.0
mafft_sparsecore,PF13855.9,50000,8,74.7,82.4,0.0,0.0
mafft_sparsecore,PF13855.9,50000,9,60.9,73.0,0.0,0.0
mafft_sparsecore,PF13855.9,62,0,97.0,97.1,50.8,54.6
mafft_sparsecore,PF00041.24,100000,0,63.6,74.1,7.3,10.1
mafft_sparsecore,PF00041.24,100000,1,60.7,73.5,7.3,10.1
mafft_sparsecore,PF00041.24,100000,2,64.4,75.0,9.2,12.7
mafft_sparsecore,PF00041.24,100000,3,62.5,74.7,2.8,3.8
mafft_sparsecore,PF00041.24,100000,4,63.9,74.9,3.7,5.1
mafft_sparsecore,PF00041.24,100000,5,63.5,74.8,8.3,11.4
mafft_sparsecore,PF00041.24,100000,6,62.4,73.5,4.6,6.3
mafft_sparsecore,PF00041.24,100000,7,64.5,76.1,11.9,16.5
mafft_sparsecore,PF00041.24,100000,8,65.4,75.7,5.5,7.6
mafft_sparsecore,PF00005.30,100000,9,69.6,77.1,20.0,32.9
mafft_sparsecore,PF00041.24,100000,9,64.9,76.5,10.1,13.9
mafft_sparsecore,PF00041.24,10000,0,61.9,73.6,3.7,5.1
mafft_sparsecore,PF00041.24,10000,1,66.1,74.5,2.8,3.8
mafft_sparsecore,PF00041.24,10000,2,60.0,70.1,1.8,2.5
mafft_sparsecore,PF00041.24,10000,3,62.6,72.8,0.0,0.0
mafft_sparsecore,PF00041.24,10000,4,60.7,71.4,1.8,2.5
mafft_sparsecore,PF00041.24,10000,5,62.7,72.9,2.8,3.8
mafft_sparsecore,PF00041.24,10000,6,63.1,72.8,0.0,0.0
mafft_sparsecore,PF00041.24,10000,7,65.9,75.1,4.6,6.3
mafft_sparsecore,PF00041.24,10000,8,59.4,70.7,0.0,0.0
