method,family,size,sample,SP,modeler,TC,column
reg,PF00005.30,10000,1,52.4,72.9,10.7,17.5
reg,PF00041.24,1500,9,58.0,72.1,0.9,1.3
reg,PF00041.24,200000,0,38.7,67.5,0.0,0.0
reg,PF00041.24,200000,1,40.7,72.7,0.0,0.0
reg,PF00041.24,200000,2,39.6,70.7,2.8,3.8
reg,PF00041.24,200000,3,42.1,73.9,3.7,5.1
reg,PF00041.24,200000,4,42.7,71.8,0.0,0.0
reg,PF00041.24,200000,5,44.4,73.7,0.0,0.0
reg,PF00041.24,200000,6,40.7,70.5,0.0,0.0
reg,PF00041.24,200000,7,42.5,71.9,0.0,0.0
reg,PF00041.24,200000,8,43.2,74.8,1.8,2.5
reg,PF00005.30,10000,2,59.9,79.2,16.0,26.3
reg,PF00041.24,200000,9,41.8,71.3,0.0,0.0
reg,PF00041.24,20000,0,46.5,70.0,3.7,5.1
reg,PF00041.24,20000,1,46.5,70.5,1.8,2.5
reg,PF00041.24,20000,2,42.5,69.2,0.0,0.0
reg,PF00041.24,20000,3,50.0,75.1,0.0,0.0
reg,PF00041.24,20000,4,53.6,76.6,5.5,7.6
reg,PF00041.24,20000,5,49.4,73.3,0.0,0.0
reg,PF00041.24,20000,6,43.1,66.5,0.0,0.0
reg,PF00041.24,20000,7,42.6,68.5,0.0,0.0
reg,PF00041.24,20000,8,47.2,71.8,3.7,5.1
reg,PF00005.30,10000,3,47.0,73.5,10.7,17.5
reg,PF00041.24,20000,9,40.6,66.7,0.9,1.3
reg,PF00041.24,300000,0,40.0,71.8,0.0,0.0
reg,PF00041.24,300000,1,42.9,72.2,0.0,0.0
reg,PF00041.24,300000,2,35.6,71.8,0.0,0.0
reg,PF00041.24,300000,3,34.6,64.6,0.0,0.0
reg,PF00041.24,300000,4,38.4,69.2,0.0,0.0
reg,PF00041.24,300000,5,39.9,71.7,0.0,0.0
reg,PF00041.24,300000,6,41.7,73.7,0.0,0.0
reg,PF00041.24,300000,7,34.7,64.8,0.0,0.0
reg,PF00041.24,300000,8,39.7,69.8,0.0,0.0
reg,PF00005.30,10000,4,56.8,78.7,19.6,32.2
reg,PF00041.24,300000,9,41.7,71.0,0.0,0.0
reg,PF00041.24,500000,0,37.7,69.2,0.0,0.0
reg,PF00041.24,500000,1,33.5,66.5,0.0,0.0
reg,PF00041.24,500000,2,40.7,70.5,1.8,2.5
reg,PF00041.24,500000,3,34.5,64.8,0.0,0.0
reg,PF00041.24,500000,4,41.7,71.5,0.0,0.0
reg,PF00041.24,500000,5,36.6,68.5,0.0,0.0
reg,PF00041.24,500000,6,38.6,68.3,0.0,0.0
reg,PF00041.24,500000,7,37.3,69.2,0.0,0.0
reg,PF00041.24,500000,8,39.1,71.3,0.9,1.3
reg,PF00005.30,10000,5,55.7,75.2,13.3,21.9
reg,PF00041.24,500000,9,37.7,68.4,0.0,0.0
reg,PF00041.24,50000,0,46.2,72.4,0.9,1.3
reg,PF00041.24,50000,1,43.5,72.5,8.3,11.4
reg,PF00041.24,50000,2,43.2,71.4,1.8,2.5
reg,PF00041.24,50000,3,46.2,72.0,3.7,5.1
reg,PF00041.24,50000,4,48.6,71.3,1.8,2.5
reg,PF00041.24,50000,5,39.0,65.6,0.0,0.0
reg,PF00041.24,50000,6,44.1,73.0,6.4,8.9
reg,PF00041.24,50000,7,45.2,71.0,0.0,0.0
reg,PF00041.24,50000,8,42.4,70.2,0.0,0.0
reg,PF00005.30,10000,6,52.9,75.3,17.3,28.5
reg,PF00041.24,50000,9,46.3,73.2,2.8,3.8
reg,PF00041.24,98,0,63.1,72.7,0.0,0.0
reg,PF00069.28,100000,0,34.5,74.2,0.0,0.0
reg,PF00069.28,100000,1,36.6,75.2,7.3,11.4
reg,PF00069.28,100000,2,38.6,72.8,0.3,0.4
reg,PF00069.28,100000,3,38.1,73.9,4.9,7.8
reg,PF00069.28,100000,4,37.8,74.5,7.0,10.6
reg,PF00069.28,100000,5,33.6,68.1,3.6,5.2
reg,PF00069.28,100000,6,40.1,77.4,4.1,6.5
reg,PF00069.28,100000,7,27.8,63.3,0.0,0.0
reg,PF00005.30,10000,7,49.4,74.3,12.9,21.2
reg,PF00069.28,100000,8,36.3,70.6,2.3,3.7
reg,PF00069.28,100000,9,34.4,72.3,2.1,3.2
reg,PF00069.28,10000,0,53.5,78.8,6.0,9.3
reg,PF00069.28,10000,1,54.4,79.7,2.3,3.7
reg,PF00069.28,10000,2,56.5,80.4,6.2,9.7
reg,PF00069.28,10000,3,55.5,79.5,4.4,6.9
reg,PF00069.28,10000,4,50.8,78.2,6.5,10.2
reg,PF00069.28,10000,5,56.5,79.7,9.8,15.5
reg,PF00069.28,10000,6,55.4,79.7,6.2,8.3
reg,PF00069.28,10000,7,46.2,73.9,3.1,5.0
reg,PF00005.30,10000,8,57.7,74.5,23.1,38.0
reg,PF00069.28,10000,8,54.2,79.1,2.6,2.0
reg,PF00069.28,10000,9,49.8,75.8,1.3,1.6
reg,PF00069.28,1500,0,72.4,82.1,17.1,27.1
reg,PF00069.28,1500,1,72.5,81.3,13.2,19.3
reg,PF00069.28,1500,2,62.0,78.3,11.7,18.4
reg,PF00069.28,1500,3,71.8,80.8,8.3,13.2
reg,PF00069.28,1500,4,73.8,82.7,17.1,26.6
reg,PF00069.28,1500,5,67.6,80.3,10.1,15.8
reg,PF00069.28,1500,6,70.9,81.3,14.5,22.1
reg,PF00069.28,1500,7,71.9,82.6,11.7,18.2
reg,PF00005.30,10000,9,55.9,76.3,12.9,21.2
reg,PF00069.28,1500,8,74.4,82.6,22.3,33.8
reg,PF00069.28,1500,9,70.4,81.0,14.8,23.0
reg,PF00069.28,200000,0,38.8,76.6,2.6,4.1
reg,PF00069.28,200000,1,35.7,74.3,2.6,4.2
reg,PF00069.28,200000,2,36.4,77.3,0.0,0.0
reg,PF00069.28,200000,3,33.1,74.2,1.0,1.6
reg,PF00069.28,200000,4,37.9,75.5,2.1,3.2
reg,PF00069.28,200000,5,32.5,71.0,0.8,1.2
reg,PF00069.28,200000,6,26.9,67.8,0.5,0.0
reg,PF00069.28,200000,7,28.9,71.7,1.8,2.8
reg,PF00005.30,100000,2,44.9,79.9,5.3,8.8
reg,PF00005.30,1500,0,63.4,74.0,17.8,29.2
reg,PF00069.28,200000,8,42.8,77.3,0.5,0.8
reg,PF00069.28,200000,9,36.8,74.6,0.0,0.0
reg,PF00069.28,20000,0,47.9,76.5,4.4,6.9
reg,PF00069.28,20000,1,47.9,74.7,3.6,5.8
reg,PF00069.28,20000,2,50.8,76.1,5.2,8.2
reg,PF00069.28,20000,3,51.6,79.2,5.7,9.0
reg,PF00069.28,20000,4,38.3,74.0,3.4,5.1
reg,PF00069.28,20000,5,45.8,76.6,5.7,9.0
reg,PF00069.28,20000,6,38.2,74.6,5.7,9.0
reg,PF00069.28,20000,7,48.1,75.2,4.1,6.4
reg,PF00005.30,1500,1,65.9,74.9,19.6,32.2
reg,PF00069.28,20000,8,55.2,78.5,6.2,9.8
reg,PF00069.28,20000,9,44.8,74.6,4.1,6.5
reg,PF00005.30,1500,2,64.2,75.4,15.1,24.9
reg,PF00069.28,38,0,83.1,83.8,28.5,44.2
reg,PF00005.30,1500,3,64.4,74.0,14.2,23.4
reg,PF00069.28,50000,0,38.4,73.9,5.2,8.2
reg,PF00069.28,50000,1,38.9,72.9,1.8,2.9
reg,PF00069.28,50000,2,40.8,73.0,0.0,0.0
reg,PF00069.28,50000,3,41.0,73.8,1.3,2.0
reg,PF00069.28,50000,4,27.5,64.6,0.0,0.0
reg,PF00069.28,50000,5,38.0,73.2,3.6,5.8
reg,PF00069.28,50000,6,40.6,72.2,0.3,0.4
reg,PF00005.30,1500,4,64.7,75.2,20.9,34.4
reg,PF00069.28,50000,7,44.1,76.5,1.3,2.1
reg,PF00069.28,50000,8,44.8,77.2,0.0,0.0
reg,PF00069.28,50000,9,40.2,78.3,2.1,3.2
reg,PF00072.27,100000,0,65.9,83.4,10.0,11.8
reg,PF00072.27,100000,1,57.5,77.1,1.5,1.8
reg,PF00072.27,100000,2,56.9,76.3,5.4,6.3
reg,PF00072.27,100000,3,58.3,79.7,5.4,6.3
reg,PF00072.27,100000,4,58.4,77.9,6.2,7.3
reg,PF00072.27,100000,5,51.7,75.6,3.8,4.5
reg,PF00072.27,100000,6,58.6,79.1,8.5,10.0
reg,PF00005.30,1500,5,63.5,75.1,16.4,27.0
reg,PF00072.27,100000,7,58.4,80.2,5.4,6.3
reg,PF00072.27,100000,8,60.6,78.6,0.8,0.9
reg,PF00072.27,100000,9,57.5,81.5,6.9,8.2
reg,PF00072.27,10000,0,65.7,81.8,3.1,3.6
reg,PF00072.27,10000,1,73.7,86.0,9.2,10.9
reg,PF00072.27,10000,2,72.0,84.9,13.1,15.4
reg,PF00072.27,10000,3,71.0,84.0,9.2,10.9
reg,PF00072.27,10000,4,69.4,82.6,12.3,14.5
reg,PF00072.27,10000,5,57.3,75.0,6.2,7.3
reg,PF00072.27,10000,6,63.7,78.8,5.4,6.3
reg,PF00005.30,1500,6,63.2,74.5,19.1,31.4
reg,PF00072.27,10000,7,69.2,84.3,19.2,22.7
reg,PF00072.27,10000,8,68.3,83.6,13.1,15.4
reg,PF00072.27,10000,9,70.0,83.2,14.6,16.3
reg,PF00072.27,1500,0,79.1,87.4,14.6,17.2
reg,PF00072.27,1500,1,74.3,84.2,7.7,6.4
reg,PF00072.27,1500,2,83.2,90.4,18.5,21.8
reg,PF00072.27,1500,3,78.4,86.9,9.2,10.9
reg,PF00072.27,1500,4,80.4,86.0,13.8,16.3
reg,PF00072.27,1500,5,80.8,88.2,19.2,22.7
reg,PF00072.27,1500,6,85.8,90.8,18.5,21.8
reg,PF00005.30,1500,7,66.6,75.8,17.3,28.5
reg,PF00072.27,1500,7,83.4,88.6,9.2,10.9
reg,PF00072.27,1500,8,82.0,88.3,13.8,16.3
reg,PF00072.27,1500,9,80.8,88.4,14.6,17.2
reg,PF00072.27,200000,0,48.2,71.8,3.1,3.6
reg,PF00072.27,200000,1,49.6,70.8,2.3,2.7
reg,PF00072.27,200000,2,50.7,73.1,0.0,0.0
reg,PF00072.27,200000,3,54.0,76.0,3.8,4.5
reg,PF00072.27,200000,4,55.7,76.2,0.0,0.0
reg,PF00072.27,200000,5,47.9,73.2,0.0,0.0
reg,PF00072.27,200000,6,54.4,74.2,0.0,0.0
reg,PF00005.30,1500,8,64.7,74.7,16.9,27.8
reg,PF00072.27,200000,7,59.4,79.3,4.6,5.4
reg,PF00072.27,200000,8,50.1,74.3,0.8,0.9
reg,PF00072.27,200000,9,42.4,67.6,0.0,0.0
reg,PF00072.27,20000,0,64.6,82.1,12.3,14.5
reg,PF00072.27,20000,1,65.3,81.6,2.3,2.7
reg,PF00072.27,20000,2,63.8,80.8,13.1,15.4
reg,PF00072.27,20000,3,57.7,79.2,10.8,12.7
reg,PF00072.27,20000,4,59.1,77.2,6.9,8.2
reg,PF00072.27,20000,5,64.7,83.2,10.8,12.7
reg,PF00072.27,20000,6,57.3,76.7,5.4,6.3
reg,PF00005.30,1500,9,63.9,74.9,16.9,27.8
reg,PF00072.27,20000,7,50.3,71.2,5.4,6.3
reg,PF00072.27,20000,8,59.8,77.3,9.2,10.9
reg,PF00072.27,20000,9,58.0,77.3,13.1,15.4
reg,PF00072.27,300000,0,54.6,74.8,6.2,7.3
reg,PF00072.27,300000,1,50.2,75.3,0.0,0.0
reg,PF00072.27,300000,2,59.3,80.8,6.2,7.3
reg,PF00072.27,300000,3,44.6,70.0,2.3,2.7
reg,PF00072.27,300000,4,53.4,75.4,4.6,5.4
reg,PF00072.27,300000,5,46.1,72.4,3.1,3.6
reg,PF00072.27,300000,6,54.7,76.9,5.4,6.3
reg,PF00005.30,100000,3,46.3,79.2,13.8,22.7
reg,PF00005.30,200000,0,44.4,81.2,13.8,22.7
reg,PF00072.27,300000,7,51.0,75.1,0.0,0.0
reg,PF00072.27,300000,8,53.4,75.6,0.0,0.0
reg,PF00072.27,300000,9,37.6,62.8,0.0,0.0
reg,PF00072.27,500000,0,50.6,75.2,0.0,0.0
reg,PF00072.27,500000,1,50.6,74.8,3.1,3.6
reg,PF00072.27,500000,2,54.6,78.6,6.2,7.3
reg,PF00072.27,500000,3,44.8,70.2,0.0,0.0
reg,PF00072.27,500000,4,54.6,77.5,0.8,0.9
reg,PF00072.27,500000,5,51.7,75.1,1.5,1.8
reg,PF00072.27,500000,6,52.4,75.4,6.9,8.2
reg,PF00005.30,200000,1,43.7,80.6,5.8,9.5
reg,PF00072.27,500000,7,48.6,72.4,2.3,2.7
reg,PF00072.27,500000,8,49.2,71.3,0.0,0.0
reg,PF00072.27,500000,9,51.1,74.1,5.4,6.3
reg,PF00072.27,50000,0,60.7,80.6,13.1,15.4
reg,PF00072.27,50000,1,62.3,80.7,6.9,8.2
reg,PF00072.27,50000,2,62.9,81.8,12.3,14.5
reg,PF00072.27,50000,3,44.2,67.2,3.1,3.6
reg,PF00072.27,50000,4,54.6,74.8,2.3,2.7
reg,PF00072.27,50000,5,61.9,83.9,8.5,10.0
reg,PF00072.27,50000,6,60.3,79.3,5.4,6.3
reg,PF00005.30,200000,2,45.6,80.9,10.2,16.8
reg,PF00072.27,50000,7,48.5,70.3,6.2,7.3
reg,PF00072.27,50000,8,55.7,76.0,3.1,3.6
reg,PF00072.27,50000,9,60.9,78.9,10.8,12.7
reg,PF00072.27,52,0,90.2,92.4,37.7,44.4
reg,PF00096.29,100000,0,76.7,91.1,6.5,8.6
reg,PF00096.29,100000,1,79.8,91.9,12.9,17.3
reg,PF00096.29,100000,2,77.1,93.0,6.5,8.6
reg,PF00096.29,100000,3,82.6,93.4,3.2,4.3
reg,PF00096.29,100000,4,65.6,84.0,0.0,0.0
reg,PF00096.29,100000,5,78.9,92.7,12.9,17.3
reg,PF00005.30,200000,3,43.9,82.0,10.7,17.5
reg,PF00096.29,100000,6,74.6,88.2,0.0,0.0
reg,PF00096.29,100000,7,78.5,91.6,9.7,13.0
reg,PF00096.29,100000,8,74.2,88.1,3.2,4.3
reg,PF00096.29,100000,9,76.5,92.0,6.5,8.6
reg,PF00096.29,10000,0,80.5,91.2,0.0,0.0
reg,PF00096.29,10000,1,83.5,92.0,3.2,4.3
reg,PF00096.29,10000,2,88.0,93.5,22.6,21.6
reg,PF00096.29,10000,3,86.6,93.3,22.6,21.6
reg,PF00096.29,10000,4,83.5,91.9,6.5,8.6
reg,PF00096.29,10000,5,86.8,92.8,9.7,13.0
reg,PF00005.30,200000,4,45.2,78.7,10.7,17.5
reg,PF00096.29,10000,6,86.8,92.8,12.9,17.3
reg,PF00096.29,10000,7,81.7,91.0,12.9,17.3
reg,PF00096.29,10000,8,86.9,93.1,9.7,13.0
reg,PF00096.29,10000,9,85.6,93.1,9.7,13.0
reg,PF00096.29,1500,0,88.4,92.2,6.5,8.6
reg,PF00096.29,1500,1,90.0,94.4,16.1,21.6
reg,PF00096.29,1500,2,87.8,91.2,12.9,13.0
reg,PF00096.29,1500,3,89.2,93.5,9.7,13.0
reg,PF00096.29,1500,4,88.3,92.8,9.7,13.0
reg,PF00096.29,1500,5,87.0,92.4,9.7,13.0
reg,PF00005.30,200000,5,42.5,82.7,10.2,16.8
reg,PF00096.29,1500,6,88.7,93.2,9.7,0.0
reg,PF00096.29,1500,7,90.7,92.6,12.9,17.3
reg,PF00096.29,1500,8,87.8,91.9,6.5,8.6
reg,PF00096.29,1500,9,90.7,93.9,19.4,25.9
reg,PF00096.29,159,0,91.5,92.2,22.6,21.6
reg,PF00096.29,200000,0,80.1,92.3,6.5,8.6
reg,PF00096.29,200000,1,76.8,92.7,6.5,8.6
reg,PF00096.29,200000,2,81.4,92.3,6.5,8.6
reg,PF00096.29,200000,3,77.4,91.5,3.2,4.3
reg,PF00096.29,200000,4,67.9,86.9,0.0,0.0
reg,PF00005.30,200000,6,41.7,80.8,10.2,16.8
reg,PF00096.29,200000,5,77.2,89.9,6.5,8.6
reg,PF00096.29,200000,6,79.8,93.3,3.2,4.3
reg,PF00096.29,200000,7,78.1,91.8,6.5,8.6
reg,PF00096.29,200000,8,76.2,90.1,0.0,0.0
reg,PF00096.29,200000,9,81.5,92.6,3.2,4.3
reg,PF00096.29,20000,0,84.4,93.3,6.5,8.6
reg,PF00096.29,20000,1,82.8,93.3,6.5,8.6
reg,PF00096.29,20000,2,87.1,93.1,16.1,21.6
reg,PF00096.29,20000,3,77.7,87.8,6.5,8.6
reg,PF00096.29,20000,4,85.6,93.2,6.5,8.6
reg,PF00005.30,200000,7,39.9,84.3,11.1,18.3
reg,PF00096.29,20000,5,72.3,84.4,6.5,8.6
reg,PF00096.29,20000,6,85.2,92.9,12.9,8.6
reg,PF00096.29,20000,7,77.7,88.2,0.0,0.0
reg,PF00096.29,20000,8,77.1,88.5,6.5,0.0
reg,PF00096.29,20000,9,83.7,92.0,0.0,0.0
reg,PF00096.29,300000,0,72.3,88.2,3.2,4.3
reg,PF00096.29,300000,1,74.0,93.0,0.0,0.0
reg,PF00096.29,300000,2,74.9,88.8,6.5,8.6
reg,PF00096.29,300000,3,75.1,89.1,0.0,0.0
reg,PF00096.29,300000,4,75.5,93.1,3.2,4.3
reg,PF00005.30,200000,8,43.8,78.0,18.7,30.7
reg,PF00096.29,300000,5,80.5,91.9,3.2,4.3
reg,PF00096.29,300000,6,79.2,91.5,6.5,8.6
reg,PF00096.29,300000,7,73.3,89.2,0.0,0.0
reg,PF00096.29,300000,8,81.2,91.7,0.0,0.0
reg,PF00096.29,300000,9,73.3,91.7,0.0,0.0
reg,PF00096.29,500000,0,76.5,91.4,6.5,8.6
reg,PF00096.29,500000,1,76.8,92.9,3.2,4.3
reg,PF00096.29,500000,2,71.7,91.8,6.5,8.6
reg,PF00096.29,500000,3,72.7,88.2,9.7,13.0
reg,PF00096.29,500000,4,77.6,91.1,3.2,4.3
reg,PF00005.30,200000,9,43.0,81.3,4.4,7.3
reg,PF00096.29,500000,5,73.9,91.2,3.2,4.3
reg,PF00096.29,500000,6,71.2,90.0,3.2,4.3
reg,PF00096.29,500000,7,78.7,92.1,0.0,0.0
reg,PF00096.29,500000,8,72.4,88.9,0.0,0.0
reg,PF00096.29,500000,9,77.9,92.4,0.0,0.0
reg,PF00096.29,50000,0,86.6,93.5,9.7,13.0
reg,PF00096.29,50000,1,78.7,92.7,6.5,8.6
reg,PF00096.29,50000,2,82.4,92.1,16.1,21.6
reg,PF00096.29,50000,3,80.1,90.8,3.2,4.3
reg,PF00096.29,50000,4,80.5,92.6,6.5,8.6
reg,PF00005.30,100000,4,46.3,76.8,8.0,13.2
reg,PF00005.30,20000,0,46.7,75.0,15.6,25.6
reg,PF00096.29,50000,5,80.1,89.5,0.0,0.0
reg,PF00096.29,50000,6,81.1,91.8,3.2,4.3
reg,PF00096.29,50000,7,77.8,92.2,9.7,13.0
reg,PF00096.29,50000,8,80.5,92.5,9.7,13.0
reg,PF00096.29,50000,9,76.8,88.2,6.5,8.6
reg,PF00400.35,100000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,1,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,3,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,4,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,1,50.6,75.5,9.3,15.4
reg,PF00400.35,100000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,6,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,100000,9,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,1,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,3,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,4,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,2,46.0,76.7,9.8,16.1
reg,PF00400.35,10000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,6,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,10000,9,0.0,0.0,0.0,0.0
reg,PF00400.35,1465,0,0.8,0.9,0.0,0.0
reg,PF00400.35,1500,0,0.0,0.0,0.0,0.0
reg,PF00400.35,1500,1,1.8,1.9,0.0,0.0
reg,PF00400.35,1500,2,6.4,6.8,0.0,0.0
reg,PF00400.35,1500,3,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,3,45.2,75.5,12.9,21.2
reg,PF00400.35,1500,4,0.0,0.0,0.0,0.0
reg,PF00400.35,1500,5,0.5,0.6,0.0,0.0
reg,PF00400.35,1500,6,1.4,1.5,0.0,0.0
reg,PF00400.35,1500,7,2.8,3.0,0.0,0.0
reg,PF00400.35,1500,8,0.2,0.2,0.0,0.0
reg,PF00400.35,1500,9,0.3,0.3,0.0,0.0
reg,PF00400.35,200000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,200000,1,0.0,0.0,0.8,0.0
reg,PF00400.35,200000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,200000,3,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,4,47.1,75.0,14.2,23.4
reg,PF00400.35,200000,4,0.0,0.0,0.0,0.0
reg,PF00400.35,200000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,200000,6,0.0,0.0,0.8,0.0
reg,PF00400.35,200000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,200000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,200000,9,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,1,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,3,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,5,51.8,78.3,12.0,19.7
reg,PF00400.35,20000,4,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,6,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,20000,9,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,1,0.0,0.0,1.7,0.0
reg,PF00400.35,300000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,3,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,6,47.5,76.6,16.0,26.3
reg,PF00400.35,300000,4,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,6,0.0,0.0,0.8,0.0
reg,PF00400.35,300000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,300000,9,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,1,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,3,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,7,47.9,76.2,10.7,17.5
reg,PF00400.35,500000,4,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,6,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,500000,9,0.0,0.0,1.7,0.0
reg,PF00400.35,50000,0,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,1,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,2,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,3,0.0,0.0,0.0,0.0
reg,PF00005.30,20000,8,53.5,77.8,14.2,21.9
reg,PF00400.35,50000,4,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,5,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,6,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,7,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,8,0.0,0.0,0.0,0.0
reg,PF00400.35,50000,9,0.0,0.0,0.0,0.0
reg,PF07679.19,100000,0,50.8,82.4,1.0,1.1
reg,PF07679.19,100000,1,43.8,75.2,3.0,3.4
reg,PF07679.19,100000,2,45.1,80.5,6.0,6.8
reg,PF07679.19,100000,3,53.6,80.2,8.0,9.0
reg,PF00005.30,20000,9,50.7,78.7,13.3,21.9
reg,PF07679.19,100000,4,42.4,73.3,6.0,6.8
reg,PF07679.19,100000,5,55.1,83.7,9.0,10.2
reg,PF07679.19,100000,6,42.8,77.1,2.0,2.3
reg,PF07679.19,100000,7,49.3,78.0,5.0,5.6
reg,PF07679.19,100000,8,46.6,78.5,4.0,4.5
reg,PF07679.19,100000,9,49.0,79.5,2.0,2.3
reg,PF07679.19,10000,0,64.9,84.0,11.0,12.4
reg,PF07679.19,10000,1,63.2,82.2,13.0,14.7
reg,PF07679.19,10000,2,63.6,83.9,10.0,11.3
reg,PF07679.19,10000,3,62.5,82.9,11.0,12.4
reg,PF00005.30,100000,5,46.2,79.5,12.4,20.5
reg,PF00005.30,300000,0,43.4,82.4,11.1,18.3
reg,PF07679.19,10000,4,56.0,78.5,10.0,11.3
reg,PF07679.19,10000,5,64.1,86.2,16.0,18.1
reg,PF07679.19,10000,6,59.1,79.5,10.0,11.3
reg,PF07679.19,10000,7,56.8,80.4,6.0,6.8
reg,PF07679.19,10000,8,61.6,82.2,12.0,13.5
reg,PF07679.19,10000,9,59.8,78.5,18.0,20.3
reg,PF07679.19,1500,0,74.4,84.2,21.0,23.7
reg,PF07679.19,1500,1,79.7,87.6,23.0,25.9
reg,PF07679.19,1500,2,81.1,88.7,25.0,28.2
reg,PF07679.19,1500,3,82.3,87.4,28.0,31.6
reg,PF00005.30,300000,1,42.7,80.5,6.7,11.0
reg,PF07679.19,1500,4,78.7,84.9,27.0,30.5
reg,PF07679.19,1500,5,78.0,85.9,28.0,31.6
reg,PF07679.19,1500,6,79.0,86.4,15.0,16.9
reg,PF07679.19,1500,7,76.2,86.6,24.0,27.1
reg,PF07679.19,1500,8,78.0,85.1,7.0,7.9
reg,PF07679.19,1500,9,72.2,81.3,24.0,27.1
reg,PF07679.19,200000,0,49.6,80.2,7.0,7.9
reg,PF07679.19,200000,1,43.8,77.5,2.0,2.3
reg,PF07679.19,200000,2,40.1,70.7,3.0,3.4
reg,PF07679.19,200000,3,45.8,76.5,4.0,4.5
reg,PF00005.30,300000,2,38.0,81.5,1.3,2.2
reg,PF07679.19,200000,4,48.0,78.3,0.0,0.0
reg,PF07679.19,200000,5,39.0,70.4,0.0,0.0
reg,PF07679.19,200000,6,47.3,79.3,3.0,3.4
reg,PF07679.19,200000,7,38.4,72.7,3.0,3.4
reg,PF07679.19,200000,8,47.6,76.4,0.0,0.0
reg,PF07679.19,200000,9,41.1,76.7,0.0,0.0
reg,PF07679.19,20000,0,56.3,81.6,5.0,5.6
reg,PF07679.19,20000,1,56.5,79.5,14.0,15.8
reg,PF07679.19,20000,2,51.5,80.9,8.0,9.0
reg,PF07679.19,20000,3,63.2,82.2,8.0,9.0
reg,PF00005.30,300000,3,44.3,83.3,8.9,14.6
reg,PF07679.19,20000,4,48.0,74.4,9.0,10.2
reg,PF07679.19,20000,5,59.3,85.4,13.0,14.7
reg,PF07679.19,20000,6,55.6,76.5,0.0,0.0
reg,PF07679.19,20000,7,56.1,81.6,11.0,12.4
